status	gender	major	dorm	year
1	2	292	98	0
1	2	292	0	2006
1	2	246	0	0
1	1	290	0	2005
1	2	235	145	2007
1	2	259	0	2005
1	1	242	140	2008
1	2	269	96	2009
1	1	239	87	2009
1	2	252	0	2005
1	2	268	0	2005
1	2	235	100	2007
1	2	241	0	2007
1	1	265	140	0
1	1	247	102	2009
1	2	288	0	2006
1	1	280	138	2008
2	1	272	133	0
1	2	241	0	2009
1	1	248	0	2007
1	1	291	0	2007
1	2	235	146	0
1	2	260	0	2007
1	1	283	137	0
1	2	241	0	0
1	1	288	0	2006
1	1	246	140	0
1	2	246	95	2009
1	2	277	92	0
1	1	246	0	0
1	1	246	98	2009
2	1	280	0	2005
1	1	246	142	2008
1	2	246	121	0
1	0	240	0	0
1	1	235	0	2006
1	1	244	95	2008
1	2	246	140	0
1	1	235	102	0
2	1	290	137	2005
1	2	265	0	0
1	1	290	140	0
1	2	254	0	2007
1	1	288	100	2006
1	2	250	102	2009
1	2	236	120	2006
2	2	278	0	2004
1	2	258	95	2005
1	2	279	0	2008
1	1	277	0	2007
1	2	236	0	2006
1	1	237	0	0
1	1	280	0	2007
1	2	251	92	2008
1	2	286	143	2005
1	1	246	0	2008
1	0	0	0	0
1	2	273	0	2008
1	2	251	0	2007
1	2	280	94	2008
1	1	246	0	2007
1	2	251	0	0
1	2	246	140	2008
1	2	241	0	2005
1	1	257	0	2006
2	0	283	138	2005
1	1	252	142	2007
1	1	248	0	2006
2	2	246	127	2005
1	1	294	133	2007
2	1	246	0	2005
2	2	288	0	2005
1	1	236	134	2006
1	1	283	0	2005
1	2	273	0	2008
1	2	279	0	0
1	1	0	0	2006
1	1	246	0	2007
1	1	252	0	0
1	2	283	0	2007
1	2	246	0	2007
1	2	245	0	2008
1	1	261	142	2009
1	1	283	98	2009
1	1	239	0	2006
1	2	244	92	2009
1	2	246	146	2009
1	2	246	0	0
1	0	236	0	0
2	2	236	0	2005
1	1	268	0	2006
1	2	235	102	2009
1	1	260	0	2006
1	1	258	102	2009
1	2	268	0	0
1	1	296	135	2006
1	2	246	0	2006
1	1	283	0	2006
1	1	239	0	2007
1	2	250	98	2009
1	0	0	0	0
1	1	239	0	0
2	1	246	0	0
1	1	279	91	2009
1	2	293	0	0
1	2	292	140	2008
1	1	246	0	2006
1	2	241	121	2007
1	2	246	0	2005
2	1	273	138	2005
1	1	269	0	2007
1	1	283	94	0
1	1	246	0	2007
2	1	239	0	2005
2	2	0	0	2004
1	2	235	0	2009
1	1	280	0	2005
1	2	279	0	2005
1	1	274	0	2008
1	2	240	0	0
1	2	236	118	2005
1	2	244	98	2009
1	1	244	0	2008
1	1	283	0	2004
1	1	289	0	0
1	1	241	0	2009
1	2	268	128	2007
1	2	0	0	0
1	2	251	97	2009
1	2	258	0	2006
1	2	241	0	2006
1	2	241	0	2007
1	2	272	100	2007
5	2	259	0	2005
1	2	236	142	0
1	1	250	0	0
1	2	277	0	2007
1	2	292	92	2008
2	0	0	0	0
3	2	297	0	2005
1	2	251	87	0
1	2	292	98	2009
1	2	235	0	2006
1	2	292	130	2008
1	1	242	0	2007
1	1	273	0	2006
1	2	246	98	2009
1	2	272	145	2007
1	2	271	142	2007
2	1	244	138	2004
1	1	239	0	0
1	1	283	0	2007
1	2	289	0	2007
1	1	275	0	2006
1	2	294	0	0
1	2	267	0	2006
1	2	271	0	0
1	2	246	0	2007
1	1	279	0	2007
1	1	282	140	2008
1	2	236	94	2008
1	2	252	0	2007
1	1	290	0	0
1	1	241	140	2008
1	2	246	140	2008
1	2	243	0	2006
1	1	272	94	2009
1	1	270	134	2006
2	2	246	0	2005
1	1	260	0	2009
1	1	257	140	2007
1	1	283	146	2009
1	1	290	134	2008
1	2	258	0	2007
2	2	259	0	2005
1	2	235	98	2009
1	2	246	0	2008
2	2	264	0	2005
1	1	240	0	0
1	2	0	121	2005
1	2	259	121	0
1	1	236	94	2009
1	2	246	98	0
5	1	255	0	2005
1	1	240	140	2008
1	2	259	0	2006
1	2	0	96	0
1	1	268	0	0
1	1	299	0	0
1	1	239	0	2007
1	2	262	0	2007
1	1	275	0	2006
1	1	291	0	0
1	1	283	0	2009
1	2	236	0	2007
1	1	236	0	0
1	1	246	0	2006
1	2	0	102	0
1	2	253	0	0
1	2	235	92	2009
1	1	281	100	2008
1	2	279	94	2009
1	2	259	0	2006
1	0	0	0	0
1	2	235	0	0
1	2	251	109	2006
1	1	275	0	2006
1	2	235	140	0
1	1	283	0	0
2	1	236	0	2005
1	2	264	94	2009
2	1	246	0	2005
1	2	258	96	2009
1	1	289	93	2008
1	2	252	0	0
1	2	246	0	2007
1	1	249	0	2007
1	1	241	0	2006
1	1	289	0	2006
1	2	241	142	0
1	1	236	0	2007
1	2	250	126	0
1	0	0	0	0
1	1	283	0	2008
1	2	269	0	0
1	1	0	134	2008
1	1	241	0	0
2	1	283	136	2005
1	2	246	127	2007
1	2	235	89	2009
1	1	262	0	2006
1	1	246	93	0
1	2	246	140	2008
1	1	283	98	2009
1	2	250	94	0
1	2	249	92	2009
1	1	241	0	2006
1	1	246	143	2008
1	2	274	94	2010
1	2	279	0	2006
2	2	288	0	2005
1	2	241	0	0
1	2	251	140	2008
1	2	251	0	2008
1	2	246	91	2008
1	1	275	0	2007
1	1	0	0	0
1	2	279	87	2009
1	1	246	91	2008
1	2	261	0	2007
1	2	236	0	2006
1	2	255	0	2006
1	2	0	114	0
1	2	279	0	2007
1	2	240	0	2008
1	1	239	0	0
1	2	271	125	2007
1	1	289	87	2009
1	2	279	142	2009
1	0	0	0	0
1	1	297	0	0
1	2	265	129	2006
1	2	241	0	2006
1	1	239	132	2006
1	1	239	140	0
1	2	267	100	2008
1	1	275	0	0
2	1	275	0	2005
1	2	251	98	2008
1	2	273	0	2007
1	2	253	144	2006
1	2	252	142	2007
1	2	259	140	2004
1	1	272	96	2009
1	2	246	100	2006
1	2	252	0	0
1	1	0	107	0
1	2	236	0	2006
1	2	252	140	2008
1	1	272	0	0
1	2	279	142	2008
1	1	246	95	0
1	1	249	142	2008
1	1	275	0	0
1	2	257	0	2005
2	2	246	0	2005
1	1	246	93	2009
1	2	250	94	0
1	2	246	95	2009
1	2	241	0	2009
2	2	273	121	2005
1	1	246	94	2009
1	1	273	0	2008
1	1	246	0	2007
1	2	246	0	2006
1	1	289	0	2006
1	2	297	0	2004
5	2	283	0	0
2	2	286	0	2004
2	2	236	0	2005
1	2	246	0	2008
1	2	259	0	2006
1	1	239	0	2008
1	2	250	0	0
1	1	246	0	2008
1	1	246	91	2008
1	2	279	94	2009
2	1	239	0	2005
1	2	256	0	2008
1	1	246	98	2009
1	2	246	118	2007
1	2	252	0	0
1	2	274	98	2009
5	2	259	0	2005
1	2	246	0	0
1	1	261	0	2009
1	1	270	97	2009
1	1	289	132	2008
1	2	279	0	2006
1	1	239	0	2005
1	1	290	0	2006
1	2	259	121	2007
1	0	236	121	0
1	2	269	142	0
2	1	283	0	2005
1	2	290	94	2009
1	1	246	0	2006
1	0	0	0	0
1	2	259	120	2006
1	1	246	0	0
1	2	269	0	2005
1	0	241	0	2007
1	2	241	0	2008
1	2	0	0	0
1	0	250	0	2005
1	1	275	0	0
2	1	0	0	0
1	2	246	94	2009
1	1	242	140	2008
1	1	292	98	2008
1	2	279	140	2007
1	1	275	0	2006
1	1	262	98	2009
1	2	251	122	2006
1	1	247	0	2006
1	2	259	0	0
1	2	246	102	2005
1	2	240	0	0
1	0	0	0	0
1	1	291	96	2009
1	2	236	93	2009
1	0	246	142	2008
1	2	241	94	2009
1	2	271	0	0
1	2	251	0	2005
1	2	246	0	2009
1	1	242	0	2007
1	1	289	0	0
1	2	241	0	0
1	2	259	96	2008
1	1	0	0	0
1	2	292	0	0
1	2	251	0	2006
1	1	288	0	0
1	0	0	0	0
1	2	246	120	2007
1	2	246	0	2006
1	1	273	0	2005
1	1	246	0	2007
1	2	0	0	0
1	1	237	94	2009
1	1	283	0	2007
1	2	276	98	0
1	1	288	0	2009
1	1	294	0	2007
1	1	241	92	2010
1	1	255	140	0
1	0	239	0	0
1	2	246	98	2009
1	1	241	0	0
1	1	245	87	2009
1	2	246	121	0
1	0	0	0	0
1	2	259	0	2006
1	2	253	0	0
1	2	252	0	2008
1	0	253	92	2008
1	1	239	0	2008
1	2	246	102	2009
1	1	260	0	2006
1	2	290	0	0
1	0	272	144	2008
1	2	244	0	2005
1	0	0	0	0
1	2	246	91	2008
1	1	275	96	2009
1	2	253	91	2008
1	1	289	0	2006
1	2	246	0	2006
1	2	250	98	2009
1	0	0	0	0
1	2	260	0	2007
1	1	273	0	2009
1	1	290	0	2007
1	2	279	0	0
1	1	241	0	0
1	2	259	92	2009
1	2	246	0	0
2	1	246	0	2005
1	2	261	0	2008
1	1	279	0	2006
1	2	252	0	2005
1	2	240	92	0
2	2	252	0	2004
1	1	283	0	2007
1	2	236	0	2008
1	2	260	100	2009
1	1	264	138	2008
1	1	265	0	2007
2	1	242	0	2005
1	2	259	0	2006
1	1	290	140	2008
1	2	241	0	2007
1	1	236	0	0
1	2	276	143	0
1	0	0	0	0
1	1	299	98	2005
1	1	246	0	0
1	1	273	89	2009
1	1	296	102	2009
2	1	275	0	2005
1	1	246	0	2007
1	2	250	0	2007
1	2	246	89	2008
1	1	273	0	2007
1	1	244	138	2007
1	2	250	0	2007
1	1	256	0	0
1	1	246	95	2009
2	2	249	0	2005
1	2	250	0	2006
1	2	270	0	0
1	1	246	144	2006
1	1	272	96	2009
1	1	240	92	2009
1	1	246	0	2006
1	2	265	0	2007
2	2	280	0	2004
1	1	250	0	2008
1	2	246	93	2009
1	2	252	100	2007
1	2	253	0	0
1	1	297	87	2009
2	2	246	0	2005
1	2	241	0	2007
2	1	246	0	2005
1	1	274	142	0
1	1	246	90	2007
1	2	236	0	2008
1	2	246	91	2008
1	2	259	0	2007
1	1	272	0	2007
1	1	250	0	2006
1	2	267	128	0
1	1	251	0	2006
1	1	296	134	2005
1	2	236	94	2009
1	2	240	0	0
1	1	264	0	2007
1	1	253	0	2005
1	1	250	136	2007
1	2	258	127	2007
1	2	242	142	0
1	1	241	0	2009
1	2	236	0	2006
1	1	237	0	2007
1	2	235	95	2008
1	1	260	0	2006
1	2	270	0	2006
1	1	241	102	2010
1	2	279	0	2008
1	1	244	96	2008
1	1	246	0	0
1	2	253	110	2006
1	1	273	0	2006
1	2	279	142	2007
1	0	0	0	0
1	2	286	0	2007
1	2	252	0	2006
1	2	279	0	2007
1	2	265	0	0
1	2	0	0	2008
2	1	246	0	2005
1	2	236	127	2007
1	1	279	135	0
1	1	260	111	2006
1	1	244	0	0
2	2	238	0	0
1	1	270	102	2009
1	2	288	0	2005
1	2	236	0	2008
1	1	269	0	2005
1	1	269	0	2006
1	1	246	0	2007
1	0	0	0	0
1	1	260	90	2008
1	2	267	89	2008
1	2	279	120	2005
1	2	252	140	0
1	1	240	100	2008
1	1	246	0	2006
1	2	251	0	2007
1	1	283	0	2007
1	2	250	0	2006
1	1	246	0	0
1	1	0	0	0
1	2	246	95	2009
1	2	236	94	2008
1	1	0	142	0
1	2	0	130	2006
1	2	286	0	2006
2	1	246	0	2005
1	2	259	0	2005
1	2	270	0	2006
1	2	252	96	2009
1	1	0	0	2008
1	1	244	102	2009
1	2	257	140	2007
1	1	251	0	0
1	1	239	142	2008
1	2	246	117	0
1	2	235	0	0
1	0	0	0	0
2	2	280	0	2005
1	1	290	0	0
1	2	246	0	2006
1	1	280	0	2008
1	2	241	0	2004
1	1	298	0	2005
1	2	279	94	0
1	1	243	140	2008
1	2	239	0	2004
1	2	252	0	0
1	1	273	140	2008
2	2	272	0	2005
1	2	270	0	0
1	1	0	0	2007
1	2	277	0	2006
1	2	279	0	2008
1	2	242	96	2004
5	2	271	0	0
1	1	244	0	0
1	2	246	0	2007
1	1	255	132	0
1	2	0	98	2008
1	1	268	0	2005
1	2	246	0	2008
1	1	283	0	2006
1	1	246	138	2004
5	2	278	0	2007
1	2	0	0	0
1	0	0	0	2007
1	2	258	0	2004
1	2	259	128	2007
1	1	241	92	2009
1	1	241	102	2010
1	1	243	133	0
1	1	236	98	2009
1	2	259	0	2005
2	2	249	0	2005
1	1	0	0	0
1	2	267	94	2008
1	2	250	98	2008
1	1	283	0	0
1	2	279	95	2009
2	2	267	130	2005
1	2	270	0	2008
1	2	277	94	0
1	1	290	0	2006
1	0	264	0	0
2	1	291	0	2005
1	2	259	122	0
1	2	270	121	0
1	1	268	98	0
2	2	279	0	2005
1	1	283	92	0
1	2	252	104	2008
2	2	271	0	2005
2	1	244	0	2005
1	2	280	0	0
1	2	0	0	0
1	1	275	102	2009
2	2	249	141	2005
1	0	0	0	0
1	2	279	0	0
2	2	246	0	2005
2	2	255	0	2005
1	1	292	0	0
1	2	246	95	2007
1	2	253	0	2006
1	1	291	0	2005
1	2	269	0	2008
1	1	283	138	2007
1	1	260	0	2005
1	1	271	0	2005
1	2	235	0	2006
1	1	264	0	2005
1	2	259	0	0
2	0	283	138	2005
1	1	240	136	2006
1	1	244	140	2008
4	0	0	0	0
1	2	250	122	2006
1	2	250	0	0
2	2	279	119	2005
1	1	283	0	2006
1	1	272	0	0
1	2	246	0	2006
1	1	246	0	2006
1	1	250	0	2008
5	2	293	0	2005
1	2	236	0	2005
1	1	279	153	2008
2	1	239	134	2005
1	1	246	0	0
1	2	241	0	2009
1	1	279	0	2005
1	2	279	0	2008
1	1	246	98	2009
1	2	250	0	0
1	1	294	0	2007
1	2	241	140	2009
1	0	250	0	2007
2	1	289	0	2005
1	1	261	91	2009
1	2	236	0	2008
1	2	286	98	0
1	1	259	98	2008
1	2	277	0	2005
1	2	246	0	2006
1	1	246	0	2006
1	2	277	0	2004
1	2	253	0	0
1	1	244	0	2005
1	1	261	142	2007
1	2	245	146	2008
1	2	246	130	2006
1	1	0	0	0
1	2	272	0	2006
1	2	250	0	0
1	1	241	142	2008
1	1	236	0	2008
1	1	239	0	0
1	0	275	0	0
1	1	289	98	2009
1	2	251	0	2005
1	2	252	98	2008
1	2	252	95	2007
1	2	288	0	2004
1	2	243	0	0
1	2	250	101	2005
1	2	238	0	2007
1	2	256	0	2007
1	1	239	94	0
1	2	246	88	2009
1	2	243	0	2007
1	1	246	134	2007
1	1	290	0	2007
2	2	251	0	2005
1	1	244	0	2008
1	1	0	98	2009
1	2	241	0	2009
1	2	241	0	2008
1	2	279	0	0
1	1	265	87	2008
1	2	245	93	0
1	2	235	0	2008
1	1	246	94	2008
1	1	289	0	2005
1	1	244	98	2009
1	2	267	0	2007
1	1	246	0	2007
1	0	0	0	0
1	2	246	147	2008
1	1	249	0	2007
1	2	279	0	2007
1	2	280	120	0
1	2	241	0	2007
1	1	268	0	2007
1	1	273	0	2005
1	1	244	89	2009
2	2	246	0	2005
1	2	0	0	0
1	1	260	0	2006
1	1	239	0	0
1	1	250	0	2006
2	1	246	0	2005
1	2	291	0	2008
1	1	273	0	2006
1	1	246	0	0
1	2	259	0	2005
1	2	250	0	2006
1	0	0	0	0
1	2	268	87	2006
1	2	279	98	0
1	2	241	0	2007
1	1	260	0	2007
1	2	279	0	2006
1	1	290	132	0
1	2	241	0	2006
1	2	246	0	0
1	2	291	94	2009
1	1	239	143	2008
1	0	0	0	0
2	2	246	0	0
1	1	264	140	2008
1	2	256	0	2007
1	2	271	94	2008
1	2	246	102	2009
1	1	284	91	2008
1	1	273	132	2007
1	1	265	0	2007
1	1	275	140	2007
1	1	242	98	2009
1	2	286	0	0
1	1	244	98	2009
1	2	240	98	0
1	1	246	94	2007
1	2	0	0	2006
1	1	289	0	2008
1	1	291	136	2007
1	1	244	0	2009
1	1	241	140	0
1	1	248	90	0
1	2	250	94	2009
1	1	243	145	2007
1	2	252	88	2009
1	1	289	0	2006
2	2	279	0	2005
1	1	260	0	2007
1	0	257	0	2007
1	2	246	0	2008
2	2	246	0	2005
1	2	265	142	2005
1	2	241	100	2008
2	1	270	0	2005
1	2	251	0	2004
1	2	259	96	2008
2	0	0	0	0
1	2	274	120	2006
2	2	241	0	2005
1	1	244	102	2009
1	2	0	0	0
1	1	269	0	2006
1	1	246	102	2009
1	2	246	95	2009
1	2	0	121	0
2	2	246	0	0
1	1	246	140	2008
1	2	268	97	0
1	2	271	123	2005
1	1	289	94	2006
1	2	253	0	2007
1	1	273	0	2007
1	1	283	89	2009
1	1	240	142	0
1	1	0	0	2007
1	1	239	94	2009
1	1	236	0	2006
1	1	241	149	0
3	2	243	0	2006
1	2	256	0	2007
1	1	0	0	2008
1	2	271	0	0
2	1	288	0	2005
1	2	267	0	0
1	1	268	98	2008
1	1	256	0	2006
1	2	235	142	0
5	2	247	0	2005
2	1	246	0	2005
1	1	250	0	2006
1	2	274	0	2005
1	1	246	0	2008
2	2	275	0	2005
1	2	250	0	2007
1	2	236	95	0
1	2	299	93	2008
1	1	241	0	0
1	1	252	0	2009
1	1	299	142	2007
1	1	278	0	2009
1	1	246	102	2009
2	1	273	0	2005
1	2	235	142	2010
1	2	241	100	0
1	1	246	142	2006
1	1	236	0	2007
1	1	244	0	2007
1	2	258	98	2009
1	1	236	0	2009
1	2	0	0	2007
1	2	237	0	2005
1	1	283	0	2007
1	0	0	0	0
1	2	250	0	0
1	1	270	102	2009
1	1	269	0	2006
2	1	259	0	2005
1	2	259	119	2005
1	1	247	89	2009
1	1	249	0	0
1	1	270	0	2005
1	1	241	133	2006
1	2	246	0	2008
2	2	0	0	2005
1	1	246	0	2008
1	2	246	94	2009
1	2	235	91	2009
1	2	251	0	2005
1	1	256	0	2005
1	2	250	121	0
1	2	236	124	2005
1	2	277	94	2009
1	1	236	87	2008
1	1	0	142	2009
1	1	236	0	2006
1	2	252	0	2005
1	2	241	92	2008
2	2	294	0	2005
1	0	0	0	0
1	1	249	0	2008
1	2	236	94	2005
2	2	288	0	0
4	2	0	0	0
2	2	251	0	2004
1	2	261	102	2008
1	0	0	0	0
1	2	268	0	0
1	2	269	0	0
1	2	289	120	2005
1	1	236	0	2007
1	1	246	102	2009
1	2	246	102	2006
1	2	259	96	2008
1	2	245	0	2008
1	2	259	0	2005
1	2	251	98	2009
1	2	235	94	0
1	0	252	0	0
1	1	270	0	2007
1	1	268	0	2007
1	2	241	0	0
1	1	237	0	2005
1	2	288	0	2006
1	2	279	0	2009
1	2	296	0	2006
1	2	268	0	0
1	1	246	95	2009
1	2	251	89	0
1	1	239	0	2006
1	1	299	0	2009
1	1	250	140	2007
1	2	281	96	2008
1	2	250	140	2008
1	1	272	0	0
1	2	249	94	2008
1	1	280	0	2005
1	1	0	0	0
1	0	0	0	0
1	2	279	92	2010
1	1	283	0	2007
5	1	298	0	0
1	2	244	0	2008
1	2	241	0	2006
1	2	241	94	2009
1	1	244	89	2009
2	1	0	0	2004
1	2	236	0	0
1	0	283	0	0
1	1	244	92	2009
1	0	246	0	2005
1	2	270	0	2005
1	1	241	0	2009
1	1	260	94	2009
1	1	236	0	2006
1	2	279	0	0
1	1	248	0	2006
2	2	251	0	0
2	1	236	0	2005
1	2	251	0	2006
1	2	240	140	0
1	1	294	0	0
1	2	244	141	2008
1	1	291	100	2007
1	1	273	97	2009
1	0	0	0	0
1	2	262	0	0
1	1	262	133	0
1	2	252	0	2006
1	1	260	0	2006
1	2	250	0	2007
1	1	273	0	2005
1	1	283	0	0
1	2	245	0	2009
1	1	236	0	2008
1	2	250	0	0
1	2	245	0	2004
1	2	250	0	2005
1	2	246	0	2006
1	1	260	0	2005
1	2	259	0	2007
2	2	235	0	2005
1	2	240	0	2010
1	1	290	105	2006
1	0	0	0	0
1	1	246	0	2007
1	2	236	0	2006
1	2	261	0	2008
1	2	236	0	2008
1	1	253	0	2006
1	2	250	0	2008
2	2	279	0	2005
1	2	279	0	2004
5	2	298	0	2005
1	2	251	129	2006
1	1	242	0	2007
1	2	240	0	0
1	1	243	140	2008
2	2	0	0	0
1	1	289	136	2006
1	2	270	102	0
1	2	251	0	2006
1	2	235	108	2007
1	1	275	140	2008
1	2	250	0	2007
1	1	246	98	2009
1	2	265	94	0
1	1	239	98	2008
2	1	246	0	2005
1	0	0	0	0
1	1	246	102	2009
1	2	252	140	2007
1	1	239	0	0
1	0	246	95	2008
1	1	299	0	2006
1	2	253	0	0
1	2	236	94	2009
1	1	273	0	2005
1	1	246	0	0
1	1	246	0	2007
1	2	246	0	2005
1	1	239	0	2005
1	1	246	134	2008
1	1	268	0	0
1	1	260	88	2009
1	2	259	98	2009
1	1	246	134	2006
1	2	259	93	2008
1	2	279	0	2006
1	1	273	0	0
1	2	241	0	2007
1	2	270	94	2008
2	1	258	134	2005
1	2	236	0	2006
1	1	246	140	2008
1	2	250	142	2008
1	2	279	94	2008
1	2	240	142	2008
1	2	236	100	2009
1	1	246	94	2009
1	2	250	102	2008
1	2	252	120	0
1	1	291	96	2009
1	1	268	0	2006
2	1	289	137	2005
1	1	250	102	2009
1	2	236	130	2008
1	1	252	0	0
1	2	261	0	2005
1	2	240	92	2009
2	2	246	130	2005
1	1	295	142	0
1	1	246	92	2009
1	1	260	98	2009
1	2	272	0	2007
1	1	283	0	2007
1	1	236	0	0
1	2	251	102	2008
1	1	297	100	2009
1	2	245	0	2007
1	1	248	0	0
1	1	295	89	0
1	2	251	0	0
1	2	258	94	2009
2	2	247	0	2005
1	2	236	102	2005
1	2	252	142	2008
1	0	0	0	0
1	2	282	96	2009
1	1	0	142	0
1	2	246	0	2005
1	1	291	0	2009
1	1	246	0	2006
1	2	299	104	0
1	2	246	98	2009
1	2	246	0	2006
1	2	250	0	0
1	2	296	0	2007
1	2	246	93	2009
2	2	262	0	2005
1	2	268	140	2007
1	1	244	94	0
1	2	290	142	2009
1	1	243	0	0
5	1	269	106	2005
2	2	278	141	2004
1	1	299	0	2005
1	2	255	0	2008
1	1	248	0	2005
1	2	270	122	2006
1	2	246	95	2009
1	1	260	96	2009
1	2	236	0	0
1	2	279	98	2009
1	1	246	0	2006
1	2	237	0	2006
1	2	279	122	2006
1	2	236	0	2007
1	2	272	0	2006
1	2	240	92	0
1	2	246	90	2008
1	2	238	87	0
2	1	272	0	2004
1	2	271	89	0
1	1	249	0	2005
2	2	268	0	2003
1	2	252	102	2008
1	2	250	0	2007
1	1	269	135	2005
1	1	298	0	0
1	2	250	0	2007
1	2	246	0	0
1	0	270	0	0
1	2	0	0	0
1	1	283	0	2007
1	2	288	0	2006
2	1	287	0	2005
1	2	273	102	2009
1	2	244	93	2008
1	1	252	107	2005
1	2	267	95	2008
1	1	0	98	2008
1	1	244	0	2007
1	2	246	0	0
1	2	246	0	2006
1	1	272	148	2008
1	0	253	0	0
1	1	257	89	2008
1	1	283	137	0
1	1	273	102	2009
1	2	246	94	2008
1	2	278	140	2008
1	2	278	0	2006
1	1	235	0	2006
1	2	244	0	0
1	2	246	0	2008
1	1	290	137	2007
1	2	271	145	2007
2	2	253	0	2005
1	0	0	0	0
2	1	246	0	2005
2	1	236	0	2005
1	0	288	0	2005
1	0	0	0	0
1	2	236	0	2007
1	1	246	102	2009
1	1	248	98	2009
1	1	242	0	2007
1	1	244	142	2007
1	1	235	0	2010
1	2	239	87	0
1	2	236	0	0
1	2	287	0	2005
1	2	252	0	0
1	1	239	140	2008
1	2	276	0	2005
1	1	288	137	2007
1	2	250	0	2008
1	2	259	0	0
1	1	261	0	0
2	0	0	0	0
1	1	297	102	2009
1	2	250	128	2007
1	1	0	87	2008
1	1	273	136	2006
1	2	250	145	2007
1	1	261	0	0
1	1	269	0	2006
1	2	240	0	2007
2	2	271	0	2004
1	2	267	88	2008
1	1	0	0	2007
1	1	239	0	0
1	2	251	140	2008
1	1	290	140	2008
1	2	249	0	2006
1	2	243	120	2006
1	2	272	0	2006
1	1	252	142	2007
1	2	236	91	2005
1	2	279	0	2008
1	1	273	138	2007
1	2	246	0	2006
1	1	250	0	2009
1	1	264	0	2006
1	2	238	0	2007
1	1	256	146	0
1	2	267	121	0
1	2	253	0	0
1	2	259	0	2007
1	1	288	0	2006
1	1	242	0	2007
1	2	250	0	2007
1	2	246	0	2005
1	1	270	0	2006
1	2	279	0	2007
2	1	272	0	0
1	2	245	0	0
1	2	246	0	2006
1	2	251	0	0
1	1	244	0	0
1	0	259	0	2010
2	0	241	0	0
2	1	273	0	2005
1	2	251	0	2005
1	1	246	0	2006
1	0	289	0	2006
1	2	265	102	2010
1	1	244	102	2008
1	2	290	94	2008
1	2	268	0	2007
1	1	236	0	2007
1	2	294	0	2008
1	1	266	87	0
1	1	244	94	2009
2	2	246	0	2005
1	2	251	0	2007
1	2	249	103	2007
1	1	237	98	2004
1	1	241	97	2010
1	1	246	132	2006
1	1	254	94	2008
1	2	279	93	2009
1	2	258	0	2006
1	1	248	0	0
1	1	298	0	2005
1	1	0	0	0
1	1	246	0	2006
1	1	246	98	2009
1	1	0	0	2008
1	2	257	0	2006
1	1	236	0	2005
1	1	235	0	2008
1	1	246	100	2009
1	1	249	111	0
1	2	296	0	2008
1	2	252	101	2006
2	1	251	0	2005
1	2	253	0	2007
1	1	250	140	2008
1	2	277	94	0
1	2	246	0	2007
1	2	279	0	2007
1	0	0	0	0
1	1	246	0	0
1	1	244	0	2007
1	2	268	102	2009
1	1	244	0	2008
1	2	251	0	2007
1	1	286	0	2006
1	1	246	92	2009
1	1	268	142	2008
1	1	246	0	2006
1	1	241	92	2009
1	2	246	0	0
1	0	287	0	0
1	1	283	146	2008
1	2	250	0	2007
1	1	258	0	2008
1	2	235	0	0
1	2	246	94	2008
1	2	245	0	2005
1	2	279	134	2008
1	1	268	0	2009
1	2	279	94	0
1	2	243	0	2005
1	2	279	0	2007
1	2	242	100	0
1	1	246	137	2004
1	1	283	145	2008
2	1	296	0	2005
1	2	267	98	2009
1	2	235	98	2008
1	2	244	0	2007
1	2	259	0	2005
1	1	295	0	2008
1	2	250	0	2008
1	2	246	142	2007
1	0	274	0	0
1	2	252	93	2009
1	2	274	92	2009
1	1	267	0	2008
1	1	246	0	2008
2	2	271	0	0
2	1	295	0	2005
1	0	0	0	0
2	2	243	0	2004
1	1	246	0	2006
1	2	279	0	2006
2	2	252	0	2005
1	2	279	0	2009
1	2	246	121	2005
1	1	250	100	2009
1	1	239	87	2008
1	0	0	0	0
1	2	246	120	2006
1	2	246	91	2008
1	2	276	119	2008
1	2	298	0	0
1	2	264	120	2005
1	2	0	123	2007
1	2	279	88	2008
1	2	236	0	2006
1	2	276	120	2006
1	2	253	0	2006
1	1	272	91	2009
1	2	259	0	2006
1	1	277	0	2007
1	1	247	92	2009
1	2	259	0	2007
2	2	279	0	2005
2	2	246	0	0
1	1	291	94	2009
1	0	0	0	0
1	1	246	95	2009
1	1	238	95	2009
1	1	280	98	2004
1	2	268	98	2009
1	2	261	0	2007
1	2	236	0	2005
1	1	250	140	2007
1	0	272	0	0
1	1	270	0	2006
1	2	246	100	2006
1	0	261	0	0
1	1	288	140	2008
1	2	268	0	0
1	2	279	0	0
2	1	236	0	2005
1	1	246	0	2008
1	2	252	0	2006
1	1	279	0	2005
1	2	270	0	2006
1	1	275	0	0
1	2	244	142	2008
1	2	279	141	2007
1	0	246	132	0
1	1	236	0	2007
1	2	244	118	2006
1	1	272	133	2007
2	2	268	0	2004
1	2	256	123	0
1	2	244	0	2006
1	2	259	0	0
1	2	279	0	2010
1	2	279	95	0
1	2	0	0	0
1	1	244	0	2008
1	1	241	0	2008
1	1	281	140	0
1	2	270	98	2008
1	2	259	0	2008
1	1	280	0	0
1	2	282	0	2007
1	2	241	0	2006
1	1	283	134	2007
1	2	277	98	2009
1	2	252	102	2009
1	2	241	0	2008
1	1	269	0	2005
1	2	246	100	0
1	2	259	0	0
1	2	262	144	2006
2	1	249	0	2005
1	0	242	0	0
1	2	258	0	0
1	2	246	102	2009
1	0	0	0	0
1	2	254	116	2007
1	2	268	0	2007
